Наименование,Описание,Рубрики,Адрес,Комментарий к адресу,Почтовый индекс,Микрорайон,Район,Город,Округ,Регион,Страна,Часы работы,Часовой пояс,Рейтинг,Количество отзывов,Телефон 1,Телефон 2,Телефон 3,E-mail 1,E-mail 2,Веб-сайт 1,Веб-сайт 2,Веб-сайт 3,Twitter,ВКонтакте,WhatsApp 1,WhatsApp 2,WhatsApp 3,Viber 1,Viber 2,Telegram 1,Telegram 2,Telegram 3,YouTube,Широта,Долгота,2GIS URL
Империал,кафе-ресторан,Кафе; Рестораны; Доставка готовых блюд; Суши-бары,"Смоленская, 1",1 этаж,196084,Московская застава,Московский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 11:00-24:00; Вт: 11:00-24:00; Ср: 11:00-24:00; Чт: 11:00-24:00; Пт: 11:00-24:00; Сб: 12:00-24:00; Вс: 12:00-24:00,+03:00,4.5,113,89117871999,88126791999,89112161617,cafegrand98@yandex.ru,,http://cafeimperial.ru,,,,https://vk.com/cafeimperialspb,https://wa.me/79112161617,,,viber://chat/?number=79112161617,,https://t.me/+79119454772,,,,59.903799,30.319758,https://2gis.com/firm/5348552841707409
Cherish,караоке-ресторан,Центры паровых коктейлей; Бары; Рестораны; Караоке-залы; Доставка готовых блюд,"Малая Посадская, 3",2 этаж; вход со двора,197046,Посадский,Петроградский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 12:00-06:00; Вт: 12:00-06:00; Ср: 12:00-06:00; Чт: 12:00-06:00; Пт: 12:00-06:00; Сб: 12:00-06:00; Вс: 12:00-06:00,+03:00,4.5,319,89118110030,,,marketing@cherish-karaoke.ru,,http://cherish-karaoke.ru/?butm_source=2gis&utm_medium=organic&utm_campaign=maps&utm_content=site&utm_term=description,,,,,https://wa.me/79118110030,,,viber://chat/?number=79118110030,,https://t.me/cherish_lounge,,,,59.957541,30.320806,https://2gis.com/firm/70000001036964902
Этаж 41,гастрономический ресторан,Рестораны; Бары; Банкетные залы; Караоке-залы; Доставка готовых блюд,"площадь Конституции, 3",41 этаж,196247,Новоизмайловское,Московский район,Санкт-Петербург,,Санкт-Петербург,Россия,"Пн: 11:30-23:30; Вт: 11:30-23:30; Ср: 11:30-23:30; Чт: 11:30-23:30; Пт: 11:00-03:00; Сб: 11:00-03:00; Вс: 11:30-23:30 (до последнего гостя: пт, сб)",+03:00,4.2,291,88126152453,,,reklama@41floor.com,,http://wellcompany.group,,,,https://vk.com/41floor,https://wa.me/79219555559,,,,,https://t.me/+79219374141,,,,59.850688,30.30467,https://2gis.com/firm/70000001020531324
Май,ресторан,Рестораны,"проспект Маршака, 10 ст1",,195113,Полюстрово,Красногвардейский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 12:00-23:00; Вт: 12:00-23:00; Ср: 12:00-23:00; Чт: 12:00-23:00; Пт: 12:00-01:00; Сб: 12:00-01:00; Вс: 12:00-23:00,+03:00,4.5,68,89210911771,,,mai.restoran@yandex.ru,,http://mayrestaurant.ru,,,,https://vk.com/may_restaurant,https://wa.me/79210911771,,,,,https://t.me/+79210911771,,,,60.033146,30.446685,https://2gis.com/firm/70000001066513217
Bab Jib,ресторан южнокорейской кухни,Рестораны,"Гороховая, 45",1 этаж,190031,Сенной,Адмиралтейский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 11:00-23:00; Вт: 11:00-23:00; Ср: 11:00-23:00; Чт: 11:00-23:00; Пт: 11:00-23:00; Сб: 11:00-23:00; Вс: 11:00-23:00,+03:00,4.4,105,89817455891,,,saligo2017@yandex.ru,,http://babjib.see.ru,,,,https://vk.com/babjib,,,,,,,,,,59.927964,30.322589,https://2gis.com/firm/70000001045529327
Barashki,панорамный ресторан с видовой террасой,Рестораны; Караоке-залы,"Ефимова, 2",5 этаж,190031,Сенной,Адмиралтейский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 12:00-23:00; Вт: 12:00-23:00; Ср: 12:00-23:00; Чт: 12:00-23:00; Пт: 12:00-04:00; Сб: 12:00-04:00; Вс: 12:00-23:00,+03:00,4.1,262,88126607962,,,barashrest@gmail.com,,http://barashkispb.ru,,,,https://vk.com/barashki.rest,https://wa.me/79219036699,,,,,,,,,59.926518,30.320506,https://2gis.com/firm/70000001007553890
181,рестобар,Рестораны; Бары; Доставка готовых блюд,"1-я линия В.О., 34",цокольный этаж,199004,Муниципальный округ №7,Василеостровский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 11:00-23:00; Вт: 11:00-23:00; Ср: 11:00-23:00; Чт: 11:00-23:00; Пт: 12:00-24:00; Сб: 12:00-24:00; Вс: 11:00-23:00,+03:00,4.5,20,89052000181,,,,,http://181restobar.tilda.ws/?fbclid=PAAaZPwzAKL2JjXnYEQJW9xUf0a8DzZ_I-nW7NXZzE5ffNhaXZ6hjC3zI7QcI,,,,https://vk.com/club218202006,https://wa.me/79052000181,,,,,,,,,59.943686,30.287788,https://2gis.com/firm/70000001067750769
М&В,ресторан,Рестораны,"Марсово Поле, 7",цокольный этаж; вход с ул. Марсово Поле,191186,Дворцовый,Центральный район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 12:00-23:00; Вт: 12:00-23:00; Ср: 12:00-23:00; Чт: 12:00-23:00; Пт: 12:00-01:00; Сб: 12:00-01:00; Вс: 12:00-23:00,+03:00,4.2,38,89313477748,88129977746,,,,http://мясоивино.рф,,,,https://vk.com/mv_rest,,,,,,,,,,59.94219,30.329779,https://2gis.com/firm/70000001067467118
Красный конь,ресторан,Рестораны; Доставка готовых блюд,"Шоссейная улица, 1/2а",,188660,,,,Всеволожский муниципальный район,Ленинградская область,Россия,Вт: 11:00-22:00; Ср: 11:00-22:00; Чт: 11:00-22:00; Пт: 11:00-22:00; Сб: 11:00-22:00; Вс: 11:00-22:00,+03:00,2.2,4,88126790752,,,,,http://priorclub.ru,,,,,,,,,,,,,,60.108429,30.418069,https://2gis.com/firm/70000001078508389
Sadko,ресторан русской кухни,Рестораны; Банкетные залы,"Глинки, 2",1 этаж,190068,Адмиралтейский,Адмиралтейский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 12:00-23:00; Вт: 12:00-23:00; Ср: 12:00-23:00; Чт: 12:00-23:00; Пт: 12:00-23:00; Сб: 12:00-23:00; Вс: 12:00-23:00,+03:00,4.4,47,88129032373,,,sadko.rst.new@gmail.com,,http://sadko-rst.ru,,,,https://vk.com/sadkorestaurantspb,https://wa.me/79219032373,,,,,https://t.me/+79219032373,,,,59.92695,30.296338,https://2gis.com/firm/5348552838480971
54 градуса,,Рестораны; Доставка готовых блюд; Бары,"Комендантский проспект, 17 к1",,197371,Озеро Долгое,Приморский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 11:00-01:00; Вт: 11:00-01:00; Ср: 11:00-01:00; Чт: 11:00-01:00; Пт: 11:00-02:00; Сб: 11:00-02:00; Вс: 11:00-01:00,+03:00,4.4,411,88127775454,,,grill54bar@mail.ru,,http://54grill.ru,,,,https://vk.com/54grill,https://wa.me/79217755876,,,,,https://t.me/+79217755876,,,,60.01056,30.257692,https://2gis.com/firm/70000001074635778
Хинкальная Gogi,сеть грузинских ресторанов,Кафе; Доставка готовых блюд; Рестораны,"Невский проспект, 54",цокольный этаж,191023,Дворцовый,Центральный район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 11:30-24:00; Вт: 11:30-24:00; Ср: 11:30-24:00; Чт: 11:30-24:00; Пт: 11:30-24:00; Сб: 11:30-24:00; Вс: 11:30-24:00,+03:00,4.3,406,88129323252,,,khinkalnayagogi@gmail.com,,http://khinkalnayagogi.com,,,,https://vk.com/khinkalnayagogi,,,,,,,,,,59.934251,30.337169,https://2gis.com/firm/70000001039478193
Дети на кухне,семейный ресторан и кулинарная школа,Рестораны; Кулинарные курсы; Доставка готовых блюд; Организация и проведение праздников; Банкетные залы,"Кожевенная линия, 40",2 этаж,199106,Гавань,Василеостровский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 11:00-23:00; Вт: 11:00-23:00; Ср: 11:00-23:00; Чт: 11:00-23:00; Пт: 11:00-23:00; Сб: 11:00-23:00; Вс: 11:00-23:00,+03:00,4.3,37,88002228708,,,manager@detinakuhne.com,,http://detinakuhne.com,,,,https://vk.com/deti_na_kuhne,,,,,,https://t.me/detinakuhne2020,,,,59.924233,30.242561,https://2gis.com/firm/70000001049858133
Чача хинкали,грузинский ресторан,Рестораны; Банкетные залы; Доставка готовых блюд,"Комендантский проспект, 44 к2 ст1",2 этаж,197373,Юнтолово,Приморский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 12:00-23:00; Вт: 12:00-23:00; Ср: 12:00-23:00; Чт: 12:00-23:00; Пт: 12:00-23:00; Сб: 12:00-23:00; Вс: 12:00-23:00,+03:00,4.9,2030,88124438798,,,chachahinkali2021@yandex.ru,,http://georgiaspb.ru,,,,https://vk.com/chachakhinkali,https://wa.me/79219073497,,,viber://chat/?number=79219073497,,,,,,60.026465,30.235723,https://2gis.com/firm/70000001055508552
L`eclat,ресторан,Рестораны; Бары,"улица Пестеля, 1/12",цокольный этаж; вход через отель Оболенский,191028,Литейный,Центральный район,Санкт-Петербург,,Санкт-Петербург,Россия,"Пн: 07:00-11:00, 12:00-23:00; Вт: 07:00-11:00, 12:00-23:00; Ср: 07:00-11:00, 12:00-23:00; Чт: 07:00-11:00, 12:00-23:00; Пт: 07:00-11:00, 12:00-23:00; Сб: 07:00-11:00, 12:00-23:00; Вс: 07:00-11:00, 12:00-23:00",+03:00,4.6,21,89111984545,,,info@leclat-restbar.ru,,http://leclat-restbar.ru,,,,https://vk.com/leclat_rest,https://wa.me/79111984545,,,,,,,,,59.942106,30.339168,https://2gis.com/firm/70000001063141572
Gianni,ресторан итальянской кухни,Рестораны; Пиццерии; Пекарни; Бары,"улица Садовая, 12",1 этаж,191023,Дворцовый,Центральный район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 10:00-24:00; Вт: 10:00-24:00; Ср: 10:00-24:00; Чт: 10:00-24:00; Пт: 10:00-24:00; Сб: 10:00-24:00; Вс: 10:00-24:00,+03:00,4.6,47,88129231222,,,,,http://gianni-spb.ru,,,,https://vk.com/gianni_spb,,,,,,,,,,59.935427,30.335869,https://2gis.com/firm/70000001078933576
Carre,гастробар,Рестораны; Бары,"Аптекарский переулок, 4",цокольный этаж,191186,Дворцовый,Центральный район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 08:00-23:00; Вт: 08:00-23:00; Ср: 08:00-23:00; Чт: 08:00-23:00; Пт: 08:00-23:00; Сб: 08:00-23:00; Вс: 08:00-23:00,+03:00,4.8,220,89117605151,,,info@gastrobar-carre.ru,,http://gastrobar-carre.ru,http://jivo.chat/JZ0Rmu413m,,,https://vk.com/gastrobar_carre,https://wa.me/79117605151,,,,,https://t.me/gastrobarcarre,https://t.me/+79117605151,https://t.me/carrelunch,,59.942698,30.328079,https://2gis.com/firm/70000001058962521
Фаворит,ресторан,Рестораны; Доставка готовых блюд; Банкетные залы,"Стремянная, 18",1 этаж,191025,Владимирский,Центральный район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 07:00-23:00; Вт: 07:00-23:00; Ср: 07:00-23:00; Чт: 07:00-23:00; Пт: 07:00-23:00; Сб: 08:00-23:00; Вс: 08:00-23:00,+03:00,5.0,9,89219659108,88124060470,,kipspb@inbox.ru,,http://favorit-restoran.ru,,,,https://vk.com/restoranfavorit,,,,,,https://t.me/CronwellInnStremyannaya,,,,59.931018,30.353134,https://2gis.com/firm/5348552839698838
Пахвала,чайхана,Рестораны; Доставка готовых блюд; Караоке-залы,"Брантовская дорога, 3",3 этаж,195027,Большая Охта,Красногвардейский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 12:00-23:00; Вт: 12:00-23:00; Ср: 12:00-23:00; Чт: 12:00-23:00; Пт: 12:00-03:00; Сб: 12:00-03:00; Вс: 12:00-23:00,+03:00,4.4,164,88123398822,,,chaihana@pahvala.ru,,http://pahvala.ru,,,,https://vk.com/pahvala_spb,,,,,,,,,,59.939739,30.418566,https://2gis.com/firm/70000001021958992
Двойник,коктейльный бар и ресторан,Бары; Рестораны; Кафе; Организация и проведение праздников,"Достоевского, 13",1 этаж,191002,Владимирский,Центральный район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 16:00-03:00; Вт: 16:00-03:00; Ср: 16:00-03:00; Чт: 16:00-03:00; Пт: 16:00-04:00; Сб: 16:00-04:00; Вс: 16:00-03:00,+03:00,4.6,69,89955943367,,,dvoynikspb@yandex.ru,,http://dvoynikbar.ru/?utm_source=link&utm_medium=cpc&utm_campaign=2gis,,,,https://vk.com/dvoynik13,https://wa.me/79955943367,,,,,https://t.me/dvoynikspb,,,,59.924521,30.348552,https://2gis.com/firm/70000001062597293
Дворяне,ресторан современной русской кухни,Рестораны,"Почтамтская, 1",,190121,Адмиралтейский,Адмиралтейский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 12:00-23:00; Вт: 12:00-23:00; Ср: 12:00-23:00; Чт: 12:00-23:00; Пт: 12:00-23:00; Сб: 12:00-23:00; Вс: 12:00-23:00,+03:00,5.0,4,88123300203,,,,,http://dvoryane.com,,,,,,,,,,,,,,59.932889,30.304217,https://2gis.com/firm/70000001080140510
NeMollie`s Pub,пивной паб,Бары; Кафе; Рестораны; Доставка готовых блюд,"Английская, 2",2 этаж,188692,,,Кудрово,Всеволожский муниципальный район,Ленинградская область,Россия,Пн: 12:00-24:00; Вт: 12:00-24:00; Ср: 12:00-24:00; Чт: 12:00-24:00; Пт: 12:00-02:00; Сб: 12:00-02:00; Вс: 12:00-24:00,+03:00,4.2,41,88126556585,,,kudrovo@molly.su,,info2gis.tilda.ws/proxy18?target=https://nemollies.ru/&back=https://go.2gis.com/jk6j1&mode=0,,,,https://vk.com/nemollies_restopub,,,,,,https://t.me/nemollies,,,,59.90326,30.517178,https://2gis.com/firm/70000001046051141
Liman,кафе,Кафе; Рестораны; Пиццерии; Доставка готовых блюд,"Владимирский проспект, 8",1 этаж,191025,Владимирский,Центральный район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 11:00-23:00; Вт: 11:00-23:00; Ср: 11:00-23:00; Чт: 11:00-23:00; Пт: 11:00-01:00; Сб: 11:00-01:00; Вс: 11:00-23:00,+03:00,4.9,286,88127603496,,,liman.restspb@gmail.com,,http://delivery.liman-spb.ru/,,,,https://vk.com/cafeliman,,,,,,,,,,59.930954,30.348067,https://2gis.com/firm/70000001057352151
