Наименование,Описание,Рубрики,Адрес,Комментарий к адресу,Почтовый индекс,Микрорайон,Район,Город,Округ,Регион,Страна,Часы работы,Часовой пояс,Рейтинг,Количество отзывов,Телефон 1,Телефон 2,Телефон 3,E-mail 1,E-mail 2,Веб-сайт 1,Веб-сайт 2,Twitter,ВКонтакте,WhatsApp 1,WhatsApp 2,WhatsApp 3,Viber 1,Viber 2,Telegram 1,Telegram 2,YouTube,Широта,Долгота,2GIS URL
Coffeeshop company,кофейня,Кофейни; Доставка готовых блюд; Кафе,"Московский проспект, 216",1 этаж,196066,Звездное,Московский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 08:00-23:00; Вт: 08:00-23:00; Ср: 08:00-23:00; Чт: 08:00-23:00; Пт: 08:00-23:00; Сб: 08:00-23:00; Вс: 08:00-23:00,+03:00,3.7,41,89602602389,,,,,http://www.coffeeshopcompany.ru,,,https://vk.com/csc,,,,,,,,,59.848806,30.322249,https://2gis.com/firm/70000001028008152
Wahaha,русско-китайское кафе,Кофейни; Доставка готовых блюд,"Загородный проспект, 70",1 этаж,190013,Семёновский,Адмиралтейский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 09:00-22:00; Вт: 09:00-22:00; Ср: 09:00-22:00; Чт: 09:00-22:00; Пт: 09:00-22:00; Сб: 09:00-22:00; Вс: 09:00-22:00,+03:00,3.9,99,89817878803,,,,,,,,https://vk.com/wahaha.tea.coffee,https://wa.me/79817878803,,,,,https://t.me/Wahaha_spb,,,59.917186,30.32003,https://2gis.com/firm/70000001060683985
Север-Метрополь,кафе-кондитерская,Кафе-кондитерские; Кофейни; Кондитерские изделия; Пекарни,"Московский проспект, 195",1 этаж,196066,Пулковский меридиан,Московский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 08:00-22:00; Вт: 08:00-22:00; Ср: 08:00-22:00; Чт: 08:00-22:00; Пт: 08:00-22:00; Сб: 08:00-22:00; Вс: 09:00-22:00,+03:00,3.7,29,88124418206,,,,,http://sever-metropol.ru,,,https://vk.com/sever.metropol,,,,,,https://t.me/severmetropol,,,59.850047,30.320976,https://2gis.com/firm/70000001055218198
Характер кофе,кофейня,Кофейни,"набережная реки Фонтанки, 109",1 этаж,190031,Сенной,Адмиралтейский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 10:00-21:00; Вс: 10:00-21:00,+03:00,4.7,164,89817642070,,,,,,,,https://vk.com/characterofcoffee,,,,,,,,,59.922885,30.318749,https://2gis.com/firm/70000001019239653
5/14,пекарня,Пекарни; Кофейни,"проезд 5-й Предпортовый, 2",1 этаж,196240,Пулковский меридиан,Московский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 07:30-21:30; Вт: 07:30-21:30; Ср: 07:30-21:30; Чт: 07:30-21:30; Пт: 07:30-21:30; Сб: 09:00-20:00; Вс: 09:00-20:00,+03:00,4.3,39,89111664901,,,,,,,,,https://wa.me/79111664901,,,,,,,,59.840898,30.313102,https://2gis.com/firm/70000001050748394
Мишка bakery,пекарня,Пекарни; Кофейни; Кондитерские изделия,"проспект Народного Ополчения, 10",1 этаж,198216,Княжево,Кировский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 08:00-23:00; Вт: 08:00-23:00; Ср: 08:00-23:00; Чт: 08:00-23:00; Пт: 08:00-23:00; Сб: 08:00-23:00; Вс: 08:00-23:00,+03:00,4.7,52,89681854608,,,,,,,,https://vk.com/mishka_bakery,,,,,,,,,59.850441,30.281186,https://2gis.com/firm/70000001035119930
Cinnabon,кофейня-пекарня,Пекарни; Кафе-кондитерские; Кофейни,"проспект Космонавтов, 14",1 этаж,196244,Гагаринское,Московский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+03:00,4.7,11,,,,,,http://cinnabonrussia.com,,,https://vk.com/cinnabon_rus,,,,,,,,https://youtube.com/user/cinnaboninc,59.868694,30.349356,https://2gis.com/firm/70000001039968589
Слой,кафе-пекарня,Пекарни; Кафе; Кондитерские изделия; Кофейни,"Маяковского, 3",1 этаж,191025,Литейный,Центральный район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 07:58-21:03; Вт: 07:58-21:03; Ср: 07:58-21:03; Чт: 07:58-21:03; Пт: 07:58-21:03; Сб: 07:58-21:03; Вс: 07:58-21:03,+03:00,4.5,148,88129812255,,,,,http://sloy.pro,,,,,,,,,https://t.me/sloy_bakery,,,59.933837,30.35489,https://2gis.com/firm/70000001055474886
Смена,кофейня,Кофейни,"Басков переулок, 20",1 этаж,191014,Литейный,Центральный район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 08:00-20:00; Вт: 08:00-20:00; Ср: 08:00-20:00; Чт: 08:00-20:00; Пт: 08:00-20:00; Сб: 09:00-20:00; Вс: 09:00-20:00,+03:00,4.5,155,89118131550,,,,,,,,,,,,,,https://t.me/smenaspb,,,59.939606,30.359693,https://2gis.com/firm/70000001028761887
Цех85,пекарня-кондитерская,Кондитерские изделия; Пекарни; Кафе-кондитерские; Доставка готовых блюд; Кофейни,"улица Типанова, 7",1 этаж,196135,Звездное,Московский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 07:00-21:00; Вт: 07:00-21:00; Ср: 07:00-21:00; Чт: 07:00-21:00; Пт: 07:00-21:00; Сб: 08:00-22:00; Вс: 08:00-22:00,+03:00,3.6,33,88005008985 (единый номер: пн-вс 8:00-22:00),,,info@tseh85.ru,,http://tseh85.ru,,,https://vk.com/tseh85,,,,,,https://t.me/tseh85bakery,,,59.852663,30.330545,https://2gis.com/firm/70000001041389742
Республика кошек,котокафе,Кофейни,"Якубовича, 10",1 этаж,190121,Адмиралтейский,Адмиралтейский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+03:00,3.8,123,88123120487,88129451951,,,,http://catsrepublic.ru,http://tiktok.com/@catsmuseum,,https://vk.com/cats_republic,,,,,,https://t.me/catsmuseum,,,59.933136,30.301309,https://2gis.com/firm/70000001018165811
Мишка bakery,пекарня,Пекарни; Кофейни; Мороженое,"проезд Предпортовый 2-й, 6 ст1",1 этаж,196240,Новоизмайловское,Московский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 08:00-23:00; Вт: 08:00-23:00; Ср: 08:00-23:00; Чт: 08:00-23:00; Пт: 08:00-23:00; Сб: 08:00-23:00; Вс: 08:00-23:00,+03:00,3.8,16,89006436938,,,,,,,,https://vk.com/mishka_bakery,,,,,,,,,59.840088,30.303995,https://2gis.com/firm/70000001059761600
Буше,пекарня-кондитерская,Пекарни; Доставка готовых блюд; Кофейни,"улица Типанова, 25 лит А",1 этаж,196135,Гагаринское,Московский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 08:30-21:00; Вт: 08:30-21:00; Ср: 08:30-21:00; Чт: 08:30-21:00; Пт: 08:30-21:00; Сб: 08:30-21:00; Вс: 08:30-21:00,+03:00,3.9,49,88126405151 (единая справочная: пн-чт 9:00-18:00; пт 9:00-17:00),,,,,http://bushe.ru,http://shop.bushe.ru,,https://vk.com/bushe.bakery,,,,,,https://t.me/bushe_delivery_bot,,,59.853404,30.347703,https://2gis.com/firm/70000001039910764
Своя комната,кофейня,Кофейни,"улица Декабристов, 55",1 этаж,190121,Коломна,Адмиралтейский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 09:00-20:00; Вт: 09:00-20:00; Ср: 09:00-20:00; Чт: 09:00-20:00; Пт: 09:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+03:00,4.5,68,89215507461,,,,,,,,,,,,,,,,,59.923808,30.283316,https://2gis.com/firm/70000001022525006
Буше,пекарня-кондитерская,Пекарни; Кофейни; Кафе-кондитерские; Доставка готовых блюд,"Невский проспект, 114-116",1 этаж,191025,Литейный,Центральный район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 09:00-23:00; Вт: 09:00-23:00; Ср: 09:00-23:00; Чт: 09:00-23:00; Пт: 09:00-23:00; Сб: 09:00-23:00; Вс: 09:00-23:00,+03:00,3.9,84,88126405151 (единая справочная: пн-чт 9:00-18:00; пт 9:00-17:00),,,,,http://bushe.ru,http://shop.bushe.ru,,https://vk.com/bushe.bakery,,,,,,https://t.me/bushe_delivery_bot,,,59.931559,30.358932,https://2gis.com/firm/70000001052234377
Civil,кофейня,Кофейни; Продажа кофе,"улица Большая Конюшенная, 19",1-2 этаж,191186,Дворцовый,Центральный район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-22:00; Сб: 09:00-22:00; Вс: 09:00-21:00,+03:00,4.3,140,89692063095,88123177111 (единая справочная: круглосуточно),,,,,,,https://vk.com/civil.coffeebar,,,,,,https://t.me/civilcoffeebar,,,59.9384,30.32182,https://2gis.com/firm/70000001051040583
Bonch,кофейня,Кофейни; Доставка готовых блюд; Кафе,"Большая Морская, 16",1 этаж,191186,Муниципальный округ №78,Центральный район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 08:30-23:00; Вт: 08:30-23:00; Ср: 08:30-23:00; Чт: 08:30-23:00; Пт: 08:30-23:00; Сб: 10:00-23:00; Вс: 10:00-21:00,+03:00,4.5,272,88127407083,,,,,http://www.bonchcoffee.ru,,,,,,,,,,,,59.935172,30.316746,https://2gis.com/firm/70000001007020452
Doris fragments,кофейня,Кофейни,"Тележная, 8-10",1 этаж,191024,Лиговка-Ямская,Центральный район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00,+03:00,4.5,39,89959979801,,,,,http://doriscoffee.ru,,,,,,,,,,,,59.926488,30.373722,https://2gis.com/firm/70000001056370957
Stars coffee,кофейня,Кофейни,"улица Бухарестская, 30",1 этаж,192102,Волковское,Фрунзенский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 08:00-22:00; Вт: 08:00-22:00; Ср: 08:00-22:00; Чт: 08:00-22:00; Пт: 08:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+03:00,4.1,49,,,,,,http://stars-coffee.ru,,,https://vk.com/starscoffee_official,,,,,,,,,59.883598,30.368905,https://2gis.com/firm/70000001006479585
Cinnabon,кофейня-пекарня,Кофейни; Пекарни; Кафе-кондитерские,"Невский проспект, 71/1",1 этаж,191025,Владимирский,Центральный район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 10:00-23:00; Вт: 10:00-23:00; Ср: 10:00-23:00; Чт: 10:00-23:00; Пт: 10:00-23:00; Сб: 10:00-23:00; Вс: 10:00-23:00,+03:00,4.5,166,88126403544,,,,,http://cinnabonrussia.com,,,https://vk.com/cinnabon_rus,,,,,,,,https://youtube.com/user/cinnaboninc,59.931513,30.35506,https://2gis.com/firm/70000001056385141
Цех85,пекарня-кондитерская,Кондитерские изделия; Пекарни; Кафе-кондитерские; Доставка готовых блюд; Кофейни,"проспект Славы, 30 к1",1 этаж,192071,Купчино,Фрунзенский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 08:00-22:00; Вт: 08:00-22:00; Ср: 08:00-22:00; Чт: 08:00-22:00; Пт: 08:00-22:00; Сб: 09:00-22:00; Вс: 09:00-22:00,+03:00,3.6,5,88005008985 (единый номер: пн-вс 8:00-22:00),,,info@tseh85.ru,,http://tseh85.ru,,,https://vk.com/tseh85,,,,,,https://t.me/tseh85bakery,,,59.858389,30.387844,https://2gis.com/firm/70000001077392502
Stim,,Кофейни; Доставка готовых блюд,"Гражданская, 13",1 этаж,190031,Сенной,Адмиралтейский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 09:00-20:00; Вт: 09:00-20:00; Ср: 09:00-20:00; Чт: 09:00-20:00; Пт: 09:00-21:00; Сб: 09:00-21:00; Вс: 09:00-20:00,+03:00,3.9,188,89939617112,,,,,http://stimcoffeehome.ru,,,https://vk.com/stimcoffeehome,,,,,,,,,59.92836,30.311896,https://2gis.com/firm/70000001028310558
Bolshecoffee roasters,кофейня,Кофейни; Продажа кофе,"улица Марата, 22-24",1 этаж,191040,Владимирский,Центральный район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00,+03:00,4.7,85,89117814502,,,,,http://bolshecoffee.ru,,,https://vk.com/morecoffee,,,,,,,,,59.927975,30.353541,https://2gis.com/firm/70000001034289937
Secret Garden,"ресторан с гастрономической кухней, десертами собственного производства и авторскими напитками",Кофейни; Кафе-кондитерские; Кондитерские изделия; Мороженое,"Каменноостровский проспект, 42",1 этаж,197022,Аптекарский остров,Петроградский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 11:00-23:00; Вт: 11:00-23:00; Ср: 11:00-23:00; Чт: 11:00-23:00; Пт: 11:00-23:00; Сб: 11:00-23:00; Вс: 11:00-23:00,+03:00,3.7,514,,,,,,,,,,https://wa.me/79046001383,,,,,,,,59.96649,30.309393,https://2gis.com/firm/70000001039694843
Skuratov coffee,кофейня,Кофейни; Продажа кофе,"Восстания, 35",1 этаж,191014,Смольнинское,Центральный район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 06:55-23:05; Вт: 06:55-23:05; Ср: 06:55-23:05; Чт: 06:55-23:05; Пт: 06:55-23:05; Сб: 06:55-23:05; Вс: 06:55-23:05,+03:00,4.4,105,89215897842,,,,,http://skuratovcoffee.ru,,https://twitter.com/skuratovcoffee,https://vk.com/skuratovcoffee,,,,,,https://t.me/skuratovcoffee,,https://youtube.com/channel/UCPwTlxfJslgT5OwKKnMRDrA,59.939112,30.360695,https://2gis.com/firm/70000001056051357
Кофе на кухне,кофейня,Кофейни; Продажа кофе; Продажа чая; Кондитерские изделия,"набережная реки Фонтанки, 17",1 этаж,191023,Дворцовый,Центральный район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 08:30-22:00; Вт: 08:30-22:00; Ср: 08:30-22:00; Чт: 08:30-22:00; Пт: 08:30-22:00; Сб: 10:00-23:00; Вс: 10:00-23:00,+03:00,4.4,255,89819547483,,,,,http://bolshecoffee.ru,,,https://vk.com/morecoffee,,,,,,,,,59.93598,30.343189,https://2gis.com/firm/5348553838544249
Бурлящий котёл,кофейня,Кофейни; Сувениры,"Гагаринская, 10-12 лит Э",1 этаж,191187,Литейный,Центральный район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 12:00-22:00; Вт: 12:00-22:00; Ср: 12:00-22:00; Чт: 12:00-22:00; Пт: 12:00-22:00; Сб: 12:00-23:00; Вс: 12:00-22:00,+03:00,3.9,151,89623469836,,,,,,,,https://vk.com/kotelnagagarinskoy,,,,,,,,,59.946245,30.342747,https://2gis.com/firm/70000001052171579
